Product,Organic,Unit,Label,COO,Sales Order,Invoice #,Invoice Payment Status,Most Recent Invoice Paid Date,Sale Location,Sales Rep,Reqs. Date,Customer,Lot,Vendor,Source,Received Date,Use By Date,Pack Date,Lot Location,Quantity,Cost per Unit,Price per Unit,Total Cost,Total Sold Lot Expenses,Total Revenue,Total Profit $,Total Profit %,Oficina
Tomato Grape,False,20 Lb,Fresh,MX,3345637.0,5215.0,Paid,2024-02-16,McAllen Vendor,Stephan Salas,02/02/2024,Huron Produce,3239-TOM-1,Pure Hothouse Foods Inc.,PO #3239,02/06/2024,,,McAllen Vendor,1.0,800.28,30.0,800.28,0.0,30.0,-770.28,-2567.6,Florida
Tomato Grape,True,20 Lb,Fresh,MX,3523583.0,5470.0,Paid,2024-04-19,Nogales Vendor,Stephan Salas,03/21/2024,Nature Fresh Farms Sales Inc,3546-TOM-1,"Frank's Distributing, Inc.",PO #3546,03/23/2024,,,Nogales Vendor,630.0,18.95,24.95,11938.5,0.0,15718.5,3780.0,24.05,Florida
Tomato Grape,True,20 Lb,Fresh,MX,3551421.0,5506.0,Paid,2024-04-30,Nogales Vendor,Stephan Salas,03/28/2024,Pure Flavor Farms LP,3579-TOM-1,"Frank's Distributing, Inc.",PO #3579,04/01/2024,,,Nogales Vendor,180.0,14.5,16.95,2610.0,0.0,3051.0,441.0,14.45,Florida
Tomato Grape,True,20 Lb,Fresh,MX,3551557.0,5508.0,Paid,2024-05-07,Nogales Vendor,Stephan Salas,03/28/2024,"Greenhouse Produce Company, LLC.",3580-TOM-1,"Frank's Distributing, Inc.",PO #3580,04/09/2024,,,Nogales Vendor,900.0,14.25,16.95,12825.0,0.0,15255.0,2430.0,15.93,Florida
Tomato Grape,True,20 Lb,Fresh,MX,3813603.0,5905.0,Paid,2024-06-28,Nogales Vendor,Stephan Salas,05/29/2024,"Wholesum Family Farms, Inc.",4013-TOM-1,"Chucho Produce, LLC.",PO #4013,06/19/2024,,,Nogales Vendor,108.0,15.0,17.5,1620.0,14.0,1890.0,256.0,13.54,Florida
Tomato Grape,True,20 Lb,Fresh,MX,3839929.0,5954.0,Paid,2024-06-28,Nogales Vendor,Pablo Najar,06/05/2024,"Ciruli Brothers, LLC.",4064-TOM-1,"Chucho Produce, LLC.",PO #4064,06/19/2024,,,Nogales Vendor,216.0,22.0,24.95,4752.0,78.0,5389.2,559.2,10.38,Florida
Tomato Grape,True,20 Lb,Fresh,MX,3992952.0,6090.0,Paid,2024-09-17,Nogales Vendor,Stephan Salas,07/11/2024,Delightful Quality Produce LLC,4206-TOM-1,"The Produce Exchange, Inc.",PO #4206,07/12/2024,,,Nogales Vendor,50.0,34.0,39.95,1700.0,0.0,1997.5,297.5,14.89,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4105476.0,6170.0,Paid,2024-08-30,McAllen Vendor,Pablo Najar,08/07/2024,Westmoreland Sales,4294-TOM-1,"Kaliroy Fresh, LLC.",PO #4294,08/09/2024,,,McAllen Vendor,960.0,19.5,22.95,18720.0,0.0,22032.0,3312.0,15.03,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4106047.0,6172.0,Paid,2024-09-14,McAllen Vendor,Pablo Najar,08/07/2024,"NatureSweet, Ltd.",4293-TOM-1,Kingdom Fresh Farms,PO #4293,08/10/2024,,,McAllen Vendor,672.0,21.95,24.95,14750.4,200.0,16766.4,1816.0,10.83,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4111350.0,6178.0,Paid,2024-09-06,McAllen Vendor,Pablo Najar,08/08/2024,Westmoreland Sales,4301-TOM-1,"Kaliroy Fresh, LLC.",PO #4301,08/12/2024,,,McAllen Vendor,880.0,19.0,21.95,16720.0,0.0,19316.0,2596.0,13.44,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4116457.0,6181.0,Paid,2024-09-14,McAllen Vendor,Pablo Najar,08/09/2024,"NatureSweet, Ltd.",4304-TOM-1,Kingdom Fresh Farms,PO #4304,08/10/2024,,,McAllen Vendor,480.0,22.95,25.95,11016.0,250.0,12456.0,1190.0,9.55,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4119648.0,6186.0,Paid,2024-09-06,McAllen Vendor,Pablo Najar,08/10/2024,Westmoreland Sales,4309-TOM-1,"Kaliroy Fresh, LLC.",PO #4309,08/14/2024,,,McAllen Vendor,480.0,19.0,21.95,9120.0,0.0,10536.0,1416.0,13.44,Florida
Tomato Grape,True,20 Lb,Fresh,US,4141668.0,6214.0,Paid,2024-09-30,Nogales Vendor,Pablo Najar,08/15/2024,The Produce Exchange Inc,4342-TOM-2,TendWell Farm,PO #4342,08/28/2024,,,Nogales Vendor,1200.0,30.0,35.5,36000.0,0.0,42600.0,6600.0,15.49,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4199950.0,6281.0,Paid,2024-09-30,McAllen Vendor,Jorge Maldonado,08/29/2024,"Produce Team, LLC.",4406-TOM-1,"Kaliroy Fresh, LLC.",PO #4406,08/30/2024,,,McAllen Vendor,160.0,16.0,18.5,2560.0,0.0,2960.0,400.0,13.51,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4201001.0,6286.0,Paid,2024-09-24,McAllen Vendor,Jorge Maldonado,08/29/2024,"Capital City Fruit Co., Inc.",4412-TOM-1,"Kaliroy Fresh, LLC.",PO #4412,08/30/2024,,,McAllen Vendor,160.0,16.0,18.95,2560.0,0.0,3032.0,472.0,15.57,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4201406.0,6288.0,Paid,2024-09-30,McAllen Vendor,Jorge Maldonado,08/30/2024,"Produce Team, LLC.",4410-TOM-1,Kingdom Fresh Farms,PO #4410,09/03/2024,,,McAllen Vendor,192.0,15.95,17.5,3062.4,0.0,3360.0,297.6,8.86,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4227439.0,6306.0,Paid,2024-09-30,McAllen Vendor,Jorge Maldonado,09/05/2024,"Produce Team, LLC.",4433-TOM-1,"Kaliroy Fresh, LLC.",PO #4433,09/16/2024,,,McAllen Vendor,80.0,23.95,26.5,1916.0,0.0,2120.0,204.0,9.62,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4281838.0,6359.0,Paid,2024-10-12,Nogales Vendor,Pablo Najar,09/18/2024,Westmoreland Sales,4493-TOM-1,"Kaliroy Fresh, LLC.",PO #4493,09/19/2024,,,Nogales Vendor,240.0,20.0,23.5,4800.0,72.0,5640.0,768.0,13.62,Florida
Tomato Grape,True,20 Lb,Fresh,MX,4381761.0,6454.0,Paid,2024-11-01,Nogales Vendor,Pablo Najar,10/12/2024,"Ciruli Brothers, LLC.",4595-TOM-1,"The Produce Exchange, Inc.",PO #4595,10/21/2024,,,Nogales Vendor,96.0,29.95,33.5,2875.2,14.0,3216.0,326.8,10.16,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4488128.0,6616.0,Paid,2024-12-13,Nogales Vendor,Pablo Najar,11/08/2024,Westmoreland Sales,4789-TOM-1,Windset Farms,PO #4789,11/11/2024,,,Nogales Vendor,160.0,28.0,31.95,4480.0,144.0,5112.0,488.0,9.55,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4494218.0,6630.0,Paid,2024-12-13,McAllen Vendor,Pablo Najar,11/08/2024,Westmoreland Sales,4802-TOM-1,"Gemco, Inc.",PO #4802,11/12/2024,,,McAllen Vendor,382.0,27.45,30.95,10485.9,120.0,11822.9,1217.0,10.29,Florida
Tomato Grape,True,20 Lb,Fresh,MX,4733778.0,10056.0,Paid,2025-02-28,Nogales Vendor,Pablo Najar,01/10/2025,"NatureSweet, Ltd.",50076-TOM-1,"Divine Flavor, LLC.",PO #50076,01/13/2025,,,Nogales Vendor,90.0,21.5,26.95,1935.0,0.0,2425.5,490.5,20.22,Florida
Tomato Grape,True,20 Lb,Fresh,MX,4733778.0,10056.0,Paid,2025-02-28,Nogales Vendor,Pablo Najar,01/10/2025,"NatureSweet, Ltd.",50077-TOM-1,"Divine Flavor, LLC.",PO #50077,01/13/2025,,,Nogales Vendor,1710.0,21.5,26.95,36765.0,280.0,46084.5,9039.5,19.62,Florida
Tomato Grape,True,20 Lb,Fresh,MX,4751699.0,10080.0,Paid,2025-03-11,Nogales Vendor,Pablo Najar,01/15/2025,"NatureSweet, Ltd.",50105-TOM-1,"Divine Flavor, LLC.",PO #50105,01/16/2025,,,Nogales Vendor,420.0,24.95,28.95,10479.0,164.48,12159.0,1515.52,12.46,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4751699.0,10080.0,Paid,2025-03-11,Nogales Vendor,Pablo Najar,01/15/2025,"NatureSweet, Ltd.",50105-TOM-2,"Divine Flavor, LLC.",PO #50105,01/16/2025,,,Nogales Vendor,9.0,0.0,28.95,0.0,3.52,260.55,257.03,98.65,Florida
Tomato Grape,False,20 Lb,Fresh,MX,4752257.0,10083.0,Paid,2025-03-14,Nogales Vendor,Pablo Najar,01/15/2025,"NatureSweet, Ltd.",50109-TOM-1,"Divine Flavor, LLC.",PO #50109,01/16/2025,,,Nogales Vendor,1530.0,11.0,17.95,16830.0,224.0,27463.5,10409.5,37.9,Florida
Tomato Grape,False,20 Lb,Fresh,MX,5323458.0,11023.0,Unpaid,,Nogales Vendor,Frutto Foods,05/29/2025,"All American Produce Co., LLC.",51173-TOM-1,"Kaliroy Fresh, LLC.",PO #51173,06/02/2025,,,Nogales Vendor,400.0,10.2,11.95,4080.0,209.48,4780.0,490.52,10.26,Florida
Tomato Grape Dry Pints,False,12 Pint,Fresh,MX,2357726.0,2122.0,Paid,2023-05-31,McAllen Vendor,Ivonne Padres,05/05/2023,"Globalmex International, Inc.",1267-TOM-1,Kingdom Fresh Farms,PO #1267,05/13/2023,,,McAllen Vendor,312.0,4.75,6.95,1482.0,0.0,2168.4,686.4,31.65,Florida
Tomato Grape Dry Pints,False,12 Pint,Fresh,MX,2622847.0,2716.0,Paid,2023-09-29,McAllen Vendor,Gaston Becerril,07/17/2023,"G. W. Palmer & Co., Inc.",1946-TOM-1,Kingdom Fresh Farms,PO #1946,07/19/2023,,,McAllen Vendor,312.0,13.95,15.5,4352.4,0.0,4836.0,483.6,10.0,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,1688449.0,1099.0,Paid,2022-11-21,Nogales Vendor,Frutto Foods,10/11/2022,"Terra Bella Greenhouses, Inc.",TOM-000128,"Produce Team, LLC.",PO #108,10/12/2022,,,Nogales Vendor,129.0,19.0,20.95,2451.0,15.0,2702.55,236.55,8.75,Florida
Tomato Heirloom,True,10 Lb,Fresh,US,1688907.0,1101.0,Paid,2022-11-21,Nogales Vendor,Frutto Foods,10/11/2022,"Terra Bella Greenhouses, Inc.",TOM-000130,"Wholesum Family Farms, Inc.",PO #110,10/12/2022,,,Nogales Vendor,70.0,18.0,22.95,1260.0,15.0,1606.5,331.5,20.63,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,1858971.0,1252.0,Paid,2023-01-06,Nogales Vendor,Stephan Salas,11/29/2022,"Terra Bella Farms, LLC.",281-TOM-1,"Wholesum Family Farms, Inc.",PO #281,12/02/2022,,,Nogales Vendor,85.0,28.95,32.95,2460.75,0.0,2800.75,340.0,12.14,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,1900380.0,1299.0,Paid,2023-01-19,Nogales Vendor,Stephan Salas,12/12/2022,"Terra Bella Farms, LLC.",337-TOM-1,Trufresh,PO #337,12/13/2022,,,Nogales Vendor,156.0,32.95,35.95,5140.2,0.0,5608.2,468.0,8.34,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2045964.0,1572.0,Paid,2023-02-24,Nogales Vendor,Frutto Foods,02/02/2023,"Terra Bella Greenhouses, Inc.",638-TOM-1,Trufresh,PO #638,02/03/2023,,,Nogales Vendor,240.0,10.0,11.5,2400.0,0.0,2760.0,360.0,13.04,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,2059461.0,1605.0,Paid,2023-02-24,McAllen Vendor,Stephan Salas,02/07/2023,Huron Produce,672-TOM-1,"Produce Team, LLC.",PO #672,02/10/2023,,,McAllen Vendor,126.0,6.0,7.0,756.0,0.0,882.0,126.0,14.29,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2120215.0,1717.0,Paid,2023-03-17,Nogales Vendor,Frutto Foods,02/27/2023,"Terra Bella Greenhouses, Inc.",790-TOM-1,Trufresh,PO #790,02/28/2023,,,Nogales Vendor,240.0,7.7,8.7,1848.0,0.0,2088.0,240.0,11.49,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,2131241.0,1735.0,Paid,2023-03-27,McAllen Vendor,Stephan Salas,03/02/2023,Huron Produce,817-TOM-1,"Produce Team, LLC.",PO #817,03/06/2023,,,McAllen Vendor,117.0,8.0,9.0,936.0,0.0,1053.0,117.0,11.11,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2196847.0,1847.0,Paid,2023-04-21,Nogales Vendor,Stephan Salas,03/21/2023,"Terra Bella Greenhouses, Inc.",947-TOM-1,Santa Sweets,PO #947,04/06/2023,,,Nogales Vendor,200.0,10.95,12.95,2190.0,0.0,2590.0,400.0,15.44,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2253007.0,1918.0,Paid,2023-04-28,Nogales Vendor,Stephan Salas,04/06/2023,"Terra Bella Greenhouses, Inc.",1032-TOM-1,Santa Sweets,PO #1032,04/17/2023,,,Nogales Vendor,200.0,11.0,13.7,2200.0,140.0,2740.0,400.0,14.6,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2296763.0,2002.0,Paid,2023-05-12,Nogales Vendor,Stephan Salas,04/19/2023,"Terra Bella Greenhouses, Inc.",1136-TOM-1,"Chucho Produce, LLC.",PO #1136,04/20/2023,,,Nogales Vendor,266.0,17.0,18.95,4522.0,0.0,5040.7,518.7,10.29,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,2493016.0,2440.0,Paid,2023-06-22,Nogales Vendor,Ivonne Padres,06/12/2023,The Produce Exchange Inc,1643-TOM-1,"Terra Bella Greenhouses, Inc.",PO #1643,06/16/2023,,,Nogales Vendor,420.0,15.5,17.95,6510.0,0.0,7539.0,1029.0,13.65,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2497104.0,2449.0,Paid,2023-07-17,Nogales Vendor,Pablo Najar,06/13/2023,"Ciruli Brothers, LLC.",1653-TOM-1,"The Produce Exchange, Inc.",PO #1653,06/15/2023,,,Nogales Vendor,39.0,34.95,38.5,1363.05,26.0,1501.5,112.45,7.49,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2506304.0,2474.0,Paid,2023-09-11,Nogales Vendor,Pablo Najar,06/15/2023,"Ciruli Brothers, LLC.",1683-TOM-1,"The Produce Exchange, Inc.",PO #1683,07/03/2023,,,Nogales Vendor,70.0,7.68,7.68,537.6,12.0,537.6,-12.0,-2.23,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,2545059.0,2565.0,Paid,2023-10-05,San Diego Vendor,Stephan Salas,06/28/2023,"Terra Bella Greenhouses, Inc.",1784-TOM-1,"Fresh Distributor, Corp.",PO #1784,07/31/2023,,,San Diego Vendor,120.0,26.3,29.26,3156.0,0.0,3511.2,355.2,10.12,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2563172.0,2609.0,Paid,2023-07-20,Los Angeles CA Vendor,Ivonne Padres,06/30/2023,The Produce Exchange Inc,1836-TOM-1,"Terra Bella Greenhouses, Inc.",PO #1836,08/04/2023,,,Los Angeles CA Vendor,360.0,30.45,36.45,10962.0,0.0,13122.0,2160.0,16.46,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,2583268.0,2656.0,Paid,2023-08-04,Nogales Vendor,Stephan Salas,07/07/2023,"Terra Bella Farms, LLC.",1882-TOM-1,Nature Fresh Farms Sales Inc.,PO #1882,07/21/2023,,,Nogales Vendor,720.0,20.0,23.0,14400.0,48.0,16560.0,2112.0,12.75,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,2596082.0,2676.0,Paid,2023-08-11,Leamington Vendor,Stephan Salas,07/14/2023,"Terra Bella Farms, LLC.",1905-TOM-1,Nature Fresh Farms Sales Inc.,PO #1905,07/21/2023,,,Leamington Vendor,960.0,19.0,21.5,18240.0,0.0,20640.0,2400.0,11.63,Florida
Tomato Heirloom,False,10 Lb,Fresh,US,2744392.0,2965.0,Paid,2023-09-22,Los Angeles CA Vendor,Stephan Salas,08/21/2023,Huron Produce,2211-TOM-1,"Terra Bella Greenhouses, Inc.",PO #2211,10/18/2023,,,Los Angeles CA Vendor,1680.0,4.0,5.0,6720.0,0.0,8400.0,1680.0,20.0,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,2796340.0,3056.0,Paid,2023-10-03,Nogales Vendor,Pablo Najar,08/31/2023,"Ciruli Brothers, LLC.",2299-TOM-1,"The Produce Exchange, Inc.",PO #2299,09/01/2023,,,Nogales Vendor,20.0,20.95,23.95,419.0,12.0,479.0,48.0,10.02,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3029846.0,3348.0,Paid,2023-11-29,Nogales Vendor,Pablo Najar,11/02/2023,"Ciruli Brothers, LLC.",2624-TOM-1,"Covilli Brand Organics, Inc.",PO #2624,11/06/2023,,,Nogales Vendor,24.0,22.0,24.95,528.0,12.0,598.8,58.8,9.82,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3125769.0,3502.0,Paid,2024-01-02,Nogales Vendor,Pablo Najar,11/30/2023,"Ciruli Brothers, LLC.",2794-TOM-1,Trufresh,PO #2794,12/01/2023,,,Nogales Vendor,40.0,22.0,24.95,880.0,12.0,998.0,106.0,10.62,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3141510.0,3528.0,Paid,2024-02-12,Nogales Vendor,Pablo Najar,12/05/2023,"Ciruli Brothers, LLC.",2824-TOM-1,Trufresh,PO #2824,12/06/2023,,,Nogales Vendor,8.0,20.95,25.95,167.6,12.0,207.6,28.0,13.49,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3200487.0,3645.0,Paid,2024-01-22,Nogales Vendor,Pablo Najar,12/21/2023,"Ciruli Brothers, LLC.",2967-TOM-1,"Covilli Brand Organics, Inc.",PO #2967,12/26/2023,,,Nogales Vendor,15.0,24.0,26.95,360.0,12.0,404.25,32.25,7.98,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3238638.0,5013.0,Paid,2024-02-12,Nogales Vendor,Pablo Najar,01/03/2024,"Ciruli Brothers, LLC.",3017-TOM-1,Trufresh,PO #3017,01/10/2024,,,Nogales Vendor,40.0,10.95,14.95,438.0,14.0,598.0,146.0,24.41,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3415182.0,5311.0,Paid,2024-03-16,Nogales Vendor,Stephan Salas,02/22/2024,"Wholesum Family Farms, Inc.",3347-TOM-1,Delightful Quality Produce LLC,PO #3347,03/01/2024,,,Nogales Vendor,357.0,8.95,11.1,3195.15,42.0,3962.7,725.55,18.31,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3432064.0,5336.0,Paid,2024-03-31,Nogales Vendor,Stephan Salas,02/27/2024,"Wholesum Family Farms, Inc.",3375-TOM-1,Delightful Quality Produce LLC,PO #3375,03/06/2024,,,Nogales Vendor,357.0,8.95,11.1,3195.15,42.0,3962.7,725.55,18.31,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3439315.0,5352.0,Paid,2024-04-05,Nogales Vendor,Stephan Salas,02/29/2024,"Wholesum Family Farms, Inc.",3398-TOM-1,Delightful Quality Produce LLC,PO #3398,03/06/2024,,,Nogales Vendor,357.0,8.95,11.1,3195.15,42.0,3962.7,725.55,18.31,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3446028.0,5359.0,Paid,2024-04-12,Nogales Vendor,Stephan Salas,03/01/2024,"Terra Bella Greenhouses, Inc.",3410-TOM-1,Delightful Quality Produce LLC,PO #3410,03/06/2024,,,Nogales Vendor,119.0,8.95,9.95,1065.05,0.0,1184.05,119.0,10.05,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3453131.0,5368.0,Paid,2024-04-12,Nogales Vendor,Stephan Salas,03/04/2024,"Terra Bella Greenhouses, Inc.",3415-TOM-1,Delightful Quality Produce LLC,PO #3415,03/06/2024,,,Nogales Vendor,238.0,8.95,9.95,2130.1,0.0,2368.1,238.0,10.05,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3458509.0,5376.0,Paid,2024-04-19,Nogales Vendor,Stephan Salas,03/05/2024,"Terra Bella Greenhouses, Inc.",3425-TOM-1,Delightful Quality Produce LLC,PO #3425,03/11/2024,,,Nogales Vendor,476.0,8.95,9.95,4260.2,0.0,4736.2,476.0,10.05,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3472848.0,5402.0,Paid,2024-04-12,Nogales Vendor,Stephan Salas,03/08/2024,"Terra Bella Greenhouses, Inc.",3457-TOM-1,Delightful Quality Produce LLC,PO #3457,03/11/2024,,,Nogales Vendor,357.0,10.95,12.5,3909.15,0.0,4462.5,553.35,12.4,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3473183.0,5403.0,Paid,2024-05-15,Nogales Vendor,Pablo Najar,03/08/2024,"A's Fresh Produce, LLC.",3459-TOM-1,Delightful Quality Produce LLC,PO #3459,03/11/2024,,,Nogales Vendor,240.0,6.95,8.0,1668.0,0.0,1920.0,252.0,13.13,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3489865.0,5423.0,Paid,2024-04-19,Nogales Vendor,Stephan Salas,03/13/2024,"Terra Bella Greenhouses, Inc.",3482-TOM-1,Santa Sweets,PO #3482,03/20/2024,,,Nogales Vendor,102.0,13.95,15.95,1422.9,0.0,1626.9,204.0,12.54,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3495389.0,5434.0,Paid,2024-04-12,Nogales Vendor,Stephan Salas,03/14/2024,"Terra Bella Greenhouses, Inc.",3494-TOM-1,Santa Sweets,PO #3494,03/21/2024,,,Nogales Vendor,344.0,14.0,16.0,4816.0,56.0,5504.0,632.0,11.48,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3514277.0,5455.0,Paid,2024-04-25,Nogales Vendor,Stephan Salas,03/19/2024,"Terra Bella Greenhouses, Inc.",3521-TOM-1,Delightful Quality Produce LLC,PO #3521,03/23/2024,,,Nogales Vendor,357.0,14.95,16.95,5337.15,42.0,6051.15,672.0,11.11,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3518677.0,5468.0,Paid,2024-04-25,Nogales Vendor,Stephan Salas,03/20/2024,"Terra Bella Greenhouses, Inc.",3536-TOM-1,Delightful Quality Produce LLC,PO #3536,03/23/2024,,,Nogales Vendor,119.0,14.95,16.95,1779.05,14.0,2017.05,224.0,11.11,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3529089.0,5485.0,Paid,2024-04-25,Nogales Vendor,Stephan Salas,03/22/2024,"Terra Bella Greenhouses, Inc.",3557-TOM-1,Delightful Quality Produce LLC,PO #3557,03/27/2024,,,Nogales Vendor,119.0,22.95,25.95,2731.05,0.0,3088.05,357.0,11.56,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3546969.0,5498.0,Paid,2024-05-02,Leamington Vendor,Pablo Najar,04/01/2024,"A's Fresh Produce, LLC.",3570-TOM-1,Nature Fresh Farms Sales Inc.,PO #3570,04/09/2024,,,Leamington Vendor,1440.0,13.0,16.0,18720.0,0.0,23040.0,4320.0,18.75,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3575838.0,5531.0,Paid,2024-04-25,Nogales Vendor,Pablo Najar,04/03/2024,The Produce Exchange Inc,3605-TOM-1,"Chucho Produce, LLC.",PO #3605,04/16/2024,,,Nogales Vendor,266.0,18.95,22.95,5040.7,28.0,6104.7,1036.0,16.97,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3576527.0,5532.0,Paid,2024-04-29,Nogales Vendor,Pablo Najar,04/03/2024,"A's Fresh Produce, LLC.",3607-TOM-1,"Chucho Produce, LLC.",PO #3607,04/08/2024,,,Nogales Vendor,266.0,16.95,18.95,4508.7,28.0,5040.7,504.0,10.0,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3669157.0,5678.0,Paid,2024-06-10,Nogales Vendor,Stephan Salas,04/25/2024,"Terra Bella Greenhouses, Inc.",3765-TOM-2,Delightful Quality Produce LLC,PO #3765,05/02/2024,,,Nogales Vendor,480.0,12.95,14.95,6216.0,56.0,7176.0,904.0,12.6,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3670518.0,5683.0,Paid,2024-05-20,Nogales Vendor,Pablo Najar,04/25/2024,"A's Fresh Produce, LLC.",3767-TOM-1,Delightful Quality Produce LLC,PO #3767,05/02/2024,,,Nogales Vendor,240.0,12.95,14.95,3108.0,0.0,3588.0,480.0,13.38,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3689234.0,5708.0,Paid,2024-05-29,Nogales Vendor,Pablo Najar,04/30/2024,"A's Fresh Produce, LLC.",3805-TOM-1,Delightful Quality Produce LLC,PO #3805,05/06/2024,,,Nogales Vendor,360.0,12.95,14.95,4662.0,0.0,5382.0,720.0,13.38,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3713302.0,5736.0,Paid,2024-05-29,Nogales Vendor,Pablo Najar,05/06/2024,"A's Fresh Produce, LLC.",3826-TOM-1,Delightful Quality Produce LLC,PO #3826,05/09/2024,,,Nogales Vendor,720.0,12.95,14.95,9324.0,0.0,10764.0,1440.0,13.38,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3718471.0,5743.0,Paid,2024-06-04,Nogales Vendor,Pablo Najar,05/07/2024,"A's Fresh Produce, LLC.",3832-TOM-1,Delightful Quality Produce LLC,PO #3832,05/14/2024,,,Nogales Vendor,240.0,12.95,14.95,3108.0,0.0,3588.0,480.0,13.38,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3736981.0,5776.0,Paid,2024-06-18,Nogales Vendor,Jorge Maldonado,05/11/2024,"Terra Bella Farms, LLC.",3872-TOM-1,Delightful Quality Produce LLC,PO #3872,05/14/2024,,,Nogales Vendor,113.0,18.95,20.45,2141.35,0.0,2310.85,169.5,7.33,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3747083.0,5788.0,Paid,2024-07-05,Nogales Vendor,Stephan Salas,05/14/2024,"Terra Bella Greenhouses, Inc.",3885-TOM-1,Delightful Quality Produce LLC,PO #3885,05/18/2024,,,Nogales Vendor,240.0,18.95,21.5,4548.0,68.0,5160.0,544.0,10.54,Florida
Tomato Heirloom,False,10 Lb,Fresh,MX,3751852.0,5796.0,Paid,2024-06-22,Nogales Vendor,Jorge Maldonado,05/15/2024,"Terra Bella Farms, LLC.",3895-TOM-1,Delightful Quality Produce LLC,PO #3895,05/18/2024,,,Nogales Vendor,120.0,20.95,22.95,2514.0,0.0,2754.0,240.0,8.71,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3752707.0,5804.0,Paid,2024-07-08,Nogales Vendor,Stephan Salas,05/17/2024,"Terra Bella Greenhouses, Inc.",3903-TOM-1,Delightful Quality Produce LLC,PO #3903,05/22/2024,,,Nogales Vendor,119.0,24.95,30.95,2969.05,0.0,3683.05,714.0,19.39,Florida
Tomato Heirloom,True,10 Lb,Fresh,MX,3752707.0,5804.0,Paid,2024-07-08,Nogales Vendor,Stephan Salas,05/17/2024,"Terra Bella Greenhouses, Inc.",3930-TOM-1,Delightful Quality Produce LLC,PO #3930,05/22/2024,,,Nogales Vendor,94.0,24.95,28.95,2345.3,0.0,2721.3,376.0,13.82,Florida
